id,type,rarity,attack,elderseal,attributes,damageType,name,durability,slots,elements,crafting,assets,shelling,phial,boostType,specialAmmo,deviation,ammo,coatings
585,lance,6,"{'display': 368, 'raw': 160}",low,{},sever,Dragonbone Lance 3,"[{'red': 120, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 120, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 120, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 120, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 70, 'white': 0, 'purple': 0}, {'red': 120, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 70, 'white': 10, 'purple': 0}, {'red': 120, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 70, 'white': 20, 'purple': 0}]","[{'rank': 1}, {'rank': 1}]","[{'type': 'dragon', 'damage': 420, 'hidden': False}]","{'craftable': False, 'previous': 584, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 10, 'item': {'id': 153, 'rarity': 7, 'carryLimit': 99, 'value': 1600, 'name': 'Elder Dragon Bone', 'description': 'A bone from an elder dragon. It exudes the great majesty of the beast that bore it.'}}, {'quantity': 4, 'item': {'id': 142, 'rarity': 6, 'carryLimit': 99, 'value': 1200, 'name': 'Brutal Bone', 'description': ""A bone used as crafting material. Can be found in bonepiles in the Elder's Recess. Its size evokes a certain primal quality.""}}, {'quantity': 2, 'item': {'id': 143, 'rarity': 7, 'carryLimit': 99, 'value': 1600, 'name': 'Dragonbone Relic', 'description': 'A high quality material found in bone piles. The only remains left of a species of dragon now lost to time.'}}, {'quantity': 1, 'item': {'id': 173, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': 'Wyvern Gem', 'description': ""Throughout a wyvern's life, impurities gather and form this peculiar gem.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/8f8e6a679ca088fad4d0fcc92a78d44e.c097ce2326ca14499aaf145e3ff595371fec52cf.png', 'image': 'https://assets.mhw-db.com/weapons/lance/d47f1880389dc367073b83753cda5281097bc9d6.b72c8eea4d7faffaae2258b6fb5a5dbf.png'}",,,,,,,
586,lance,6,"{'display': 414, 'raw': 180}",,{},sever,Rookslayer Lance,"[{'red': 110, 'orange': 100, 'yellow': 40, 'green': 40, 'blue': 10, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 100, 'yellow': 40, 'green': 40, 'blue': 20, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 100, 'yellow': 40, 'green': 40, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 100, 'yellow': 40, 'green': 40, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 100, 'yellow': 40, 'green': 40, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 100, 'yellow': 40, 'green': 40, 'blue': 60, 'white': 0, 'purple': 0}]",[],"[{'type': 'blast', 'damage': 180, 'hidden': False}]","{'craftable': False, 'previous': 584, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 3, 'item': {'id': 402, 'rarity': 6, 'carryLimit': 99, 'value': 3200, 'name': 'Bazelgeuse Talon', 'description': 'Rare Bazelgeuse material. Mostly obtained by carving. Compatible with blast element.'}}, {'quantity': 5, 'item': {'id': 398, 'rarity': 6, 'carryLimit': 99, 'value': 1600, 'name': 'Bazelgeuse Scale+', 'description': 'Rare Bazelgeuse material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 4, 'item': {'id': 401, 'rarity': 6, 'carryLimit': 99, 'value': 4000, 'name': 'Bazelgeuse Fuse', 'description': 'Rare Bazelgeuse material. Obtained by breaking its head. Grants blast element properties.'}}, {'quantity': 1, 'item': {'id': 126, 'rarity': 7, 'carryLimit': 99, 'value': 1720, 'name': 'Firecell Stone', 'description': 'A magma-like deposit that only trained hands can work with. Armor made from it is first-class.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/8f8e6a679ca088fad4d0fcc92a78d44e.c097ce2326ca14499aaf145e3ff595371fec52cf.png', 'image': 'https://assets.mhw-db.com/weapons/lance/6b8a7dd1a6aaebef65b36ac1120fa2e1ad087a34.8cd9c75d78d30b0a1ebc93d4b4666cbd.png'}",,,,,,,
587,lance,8,"{'display': 460, 'raw': 200}",,{'affinity': -10},sever,Bazel Myniad Rookslayer,"[{'red': 70, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 20, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 20, 'white': 10, 'purple': 0}, {'red': 70, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 20, 'white': 20, 'purple': 0}, {'red': 70, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 20, 'white': 30, 'purple': 0}, {'red': 70, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 20, 'white': 40, 'purple': 0}, {'red': 70, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 20, 'white': 50, 'purple': 0}]",[],"[{'type': 'blast', 'damage': 210, 'hidden': False}]","{'craftable': False, 'previous': 586, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 404, 'rarity': 7, 'carryLimit': 99, 'value': 9600, 'name': 'Bazelgeuse Gem', 'description': 'A rare gem said to have formed within Bazelgeuse tissue. Used to dramatically improve gear.'}}, {'quantity': 4, 'item': {'id': 402, 'rarity': 6, 'carryLimit': 99, 'value': 3200, 'name': 'Bazelgeuse Talon', 'description': 'Rare Bazelgeuse material. Mostly obtained by carving. Compatible with blast element.'}}, {'quantity': 4, 'item': {'id': 403, 'rarity': 6, 'carryLimit': 99, 'value': 3400, 'name': 'Bazelgeuse Wing', 'description': 'Rare Bazelgeuse material. Obtained by breaking its wings. Hard, used in many weapons.'}}, {'quantity': 3, 'item': {'id': 442, 'rarity': 7, 'carryLimit': 99, 'value': 5000, 'name': ""Xeno'jiiva Wing"", 'description': ""A rare Xeno'jiiva wing. The wing membrane shines with the divine light of a powerful deity.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/958dc0778f550ca58388a544e3c46105.941da3a8d40fca611f748ae40165d92c48246a94.png', 'image': 'https://assets.mhw-db.com/weapons/lance/6b8a7dd1a6aaebef65b36ac1120fa2e1ad087a34.8cd9c75d78d30b0a1ebc93d4b4666cbd.png'}",,,,,,,
588,lance,4,"{'display': 253, 'raw': 110}",,{'affinity': 10},sever,Thunderpike,"[{'red': 60, 'orange': 50, 'yellow': 80, 'green': 60, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 110, 'blue': 0, 'white': 0, 'purple': 0}]",[],"[{'type': 'thunder', 'damage': 420, 'hidden': False}]","{'craftable': False, 'previous': 583, 'branches': [589], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 3, 'item': {'id': 372, 'rarity': 4, 'carryLimit': 99, 'value': 1750, 'name': 'Kirin Thunderhorn', 'description': 'Kirin material. Obtain by breaking its horn. Grants thunder element properties.'}}, {'quantity': 3, 'item': {'id': 371, 'rarity': 4, 'carryLimit': 99, 'value': 1250, 'name': 'Kirin Mane', 'description': 'Kirin material. Mostly obtained by carving. Highly thunder-resistant, used to craft gear.'}}, {'quantity': 1, 'item': {'id': 370, 'rarity': 4, 'carryLimit': 99, 'value': 1000, 'name': 'Kirin Tail', 'description': 'Kirin material. Mostly obtained as a reward. Compatible with thunder element.'}}, {'quantity': 1, 'item': {'id': 124, 'rarity': 5, 'carryLimit': 99, 'value': 1150, 'name': 'Lightcrystal', 'description': 'A precious and extremely hard substance with a faint glow. Sometimes used for crafting tools.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/263161a462479731dfc04a00b601b5b2.556761e98a9ce7f3929ae7a460b2aee38ba3e8d9.png', 'image': 'https://assets.mhw-db.com/weapons/lance/21d94fffb4841f835136023db8f73b17755e8d6a.b64b5e6193a06f70db141f6619bb5e72.png'}",,,,,,,
589,lance,8,"{'display': 368, 'raw': 160}",,{'affinity': 10},sever,Thunderspear,"[{'red': 110, 'orange': 20, 'yellow': 20, 'green': 150, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 150, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 150, 'blue': 70, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 150, 'blue': 80, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 150, 'blue': 90, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 150, 'blue': 100, 'white': 0, 'purple': 0}]",[],"[{'type': 'thunder', 'damage': 540, 'hidden': False}]","{'craftable': False, 'previous': 589, 'branches': [589], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 4, 'item': {'id': 437, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': ""Xeno'jiiva Shell"", 'description': ""A rare piece of Xeno'jiiva shell, tempered to act as a vessel for the flames of the underworld.""}}, {'quantity': 6, 'item': {'id': 375, 'rarity': 7, 'carryLimit': 99, 'value': 3200, 'name': 'Kirin Azure Horn', 'description': 'Rare Kirin material. Obtain by breaking its horn. Grants thunder element properties.'}}, {'quantity': 3, 'item': {'id': 374, 'rarity': 7, 'carryLimit': 99, 'value': 2430, 'name': 'Kirin Thundertail', 'description': 'Rare Kirin material. Mostly obtained as a reward. Compatible with thunder element.'}}, {'quantity': 2, 'item': {'id': 125, 'rarity': 7, 'carryLimit': 99, 'value': 2440, 'name': 'Novacrystal', 'description': ""High quality Lightcrystal. Highly coveted for its rarity, it's used for only the finest of metalworking.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/b9df57d96c28ee14e6d99b2ac5751dbb.583091aef01c769924c43839f9a721e3f0598eff.png', 'image': 'https://assets.mhw-db.com/weapons/lance/f9ccc27beaf5b08261aa5436326e9a34ea5c1ff9.1cd31a798b6ad983f0f7e6b34612229d.png'}",,,,,,,
590,lance,8,"{'display': 368, 'raw': 160}",,{'affinity': 10},,Thunderpiercer,"[{'red': 110, 'orange': 20, 'yellow': 20, 'green': 140, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 140, 'blue': 70, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 140, 'blue': 80, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 140, 'blue': 90, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 140, 'blue': 100, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 20, 'yellow': 20, 'green': 140, 'blue': 110, 'white': 0, 'purple': 0}]",[],"[{'type': 'thunder', 'damage': 540, 'hidden': False}]","{'craftable': False, 'previous': 589, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 6, 'item': {'id': 375, 'rarity': 7, 'carryLimit': 99, 'value': 3200, 'name': 'Kirin Azure Horn', 'description': 'Rare Kirin material. Obtain by breaking its horn. Grants thunder element properties.'}}, {'quantity': 3, 'item': {'id': 374, 'rarity': 7, 'carryLimit': 99, 'value': 2430, 'name': 'Kirin Thundertail', 'description': 'Rare Kirin material. Mostly obtained as a reward. Compatible with thunder element.'}}, {'quantity': 2, 'item': {'id': 125, 'rarity': 7, 'carryLimit': 99, 'value': 2440, 'name': 'Novacrystal', 'description': ""High quality Lightcrystal. Highly coveted for its rarity, it's used for only the finest of metalworking.""}}, {'quantity': 4, 'item': {'id': 437, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': ""Xeno'jiiva Shell"", 'description': ""A rare piece of Xeno'jiiva shell, tempered to act as a vessel for the flames of the underworld.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/958dc0778f550ca58388a544e3c46105.941da3a8d40fca611f748ae40165d92c48246a94.png', 'image': 'https://assets.mhw-db.com/weapons/lance/21d94fffb4841f835136023db8f73b17755e8d6a.b64b5e6193a06f70db141f6619bb5e72.png'}",,,,,,,
591,lance,5,"{'display': 230, 'raw': 100}",low,{},sever,Blacksteel Lance 1,"[{'red': 150, 'orange': 110, 'yellow': 40, 'green': 0, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 10, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 20, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 30, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 10, 'white': 0, 'purple': 0}]",[],"[{'type': 'dragon', 'damage': 120, 'hidden': False}]","{'craftable': True, 'previous': None, 'branches': [592], 'craftingMaterials': [{'quantity': 10, 'item': {'id': 123, 'rarity': 6, 'carryLimit': 99, 'value': 800, 'name': 'Dragonvein Crystal', 'description': 'Mined from high rank areas. Many expect this newly-discovered crystal to usher in a new era of metalwork.'}}, {'quantity': 10, 'item': {'id': 121, 'rarity': 4, 'carryLimit': 99, 'value': 80, 'name': 'Earth Crystal', 'description': 'Crystallized microbes prized as an abrasive when forging weapons. Mainly found in the Wildspire Waste.'}}, {'quantity': 10, 'item': {'id': 122, 'rarity': 4, 'carryLimit': 99, 'value': 600, 'name': 'Coral Crystal - Rarity 4', 'description': 'Crystal prized at the Smithy for use in high-grade abrasives. Mainly found in the Coral Highlands.'}}, {'quantity': 1, 'item': {'id': 124, 'rarity': 5, 'carryLimit': 99, 'value': 1150, 'name': 'Lightcrystal', 'description': 'A precious and extremely hard substance with a faint glow. Sometimes used for crafting tools.'}}], 'upgradeMaterials': []}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/d11683d36a7bbf283e09174c108a4e18.1a9c0a53374a636bfa20c8fee128cc966d47f6ba.png', 'image': 'https://assets.mhw-db.com/weapons/lance/acf177c40382ba04e7cb83b273c386ec531f92bd.ca7e57b35dad282577f7d49feb5b195b.png'}",,,,,,,
592,lance,6,"{'display': 253, 'raw': 110}",low,{},sever,Blacksteel Lance 2,"[{'red': 140, 'orange': 110, 'yellow': 40, 'green': 10, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 20, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 30, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 10, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 20, 'white': 0, 'purple': 0}]",[],"[{'type': 'dragon', 'damage': 150, 'hidden': False}]","{'craftable': False, 'previous': 591, 'branches': [593, 595], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 126, 'rarity': 7, 'carryLimit': 99, 'value': 1720, 'name': 'Firecell Stone', 'description': 'A magma-like deposit that only trained hands can work with. Armor made from it is first-class.'}}, {'quantity': 5, 'item': {'id': 120, 'rarity': 6, 'carryLimit': 99, 'value': 1020, 'name': 'Fucium Ore', 'description': ""Ore obtained from the Elder's Recess. A mysterious metal, capable of fusing nearly any two materials together.""}}, {'quantity': 10, 'item': {'id': 119, 'rarity': 6, 'carryLimit': 99, 'value': 680, 'name': 'Carbalite Ore', 'description': 'Ore obtained from mining outcrops. Still under research, but known to yield highly pure metal.'}}, {'quantity': 1, 'item': {'id': 173, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': 'Wyvern Gem', 'description': ""Throughout a wyvern's life, impurities gather and form this peculiar gem.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/8f8e6a679ca088fad4d0fcc92a78d44e.c097ce2326ca14499aaf145e3ff595371fec52cf.png', 'image': 'https://assets.mhw-db.com/weapons/lance/acf177c40382ba04e7cb83b273c386ec531f92bd.ca7e57b35dad282577f7d49feb5b195b.png'}",,,,,,,
593,lance,7,"{'display': 391, 'raw': 170}",,{'affinity': 10},sever,Icesteel Spear,"[{'red': 110, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 20, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 50, 'white': 10, 'purple': 0}, {'red': 110, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 50, 'white': 20, 'purple': 0}]",[{'rank': 2}],"[{'type': 'ice', 'damage': 210, 'hidden': False}]","{'craftable': False, 'previous': 592, 'branches': [594], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 3, 'item': {'id': 434, 'rarity': 7, 'carryLimit': 99, 'value': 4400, 'name': 'Daora Claw+', 'description': 'Rare Kushala Daora material. Mostly obtained by carving. Imbued with potent ice element.'}}, {'quantity': 4, 'item': {'id': 431, 'rarity': 7, 'carryLimit': 99, 'value': 4300, 'name': 'Daora Webbing', 'description': 'Rare Kushala Daora material. Obtained by breaking its wings. Lightweight, used to craft gear.'}}, {'quantity': 5, 'item': {'id': 406, 'rarity': 7, 'carryLimit': 99, 'value': 3200, 'name': 'Nergigante Carapace', 'description': 'Rare Nergigante material. Mostly obtained as a reward. Solid, used to craft gear.'}}, {'quantity': 2, 'item': {'id': 433, 'rarity': 7, 'carryLimit': 99, 'value': 4800, 'name': 'Daora Tail', 'description': 'Rare Kushala Daora material. Obtained by carving its severed tail. Stiff, used to craft gear.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/b9df57d96c28ee14e6d99b2ac5751dbb.583091aef01c769924c43839f9a721e3f0598eff.png', 'image': 'https://assets.mhw-db.com/weapons/lance/37fd42b1130fc135fb14d2ee09eddd06fe0bdf8c.33dcfb969b310cee6cc3b156dee8b925.png'}",,,,,,,
594,lance,8,"{'display': 414, 'raw': 180}",,{'affinity': 10},sever,Daora's Fang,"[{'red': 90, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 70, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 70, 'white': 10, 'purple': 0}, {'red': 90, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 70, 'white': 20, 'purple': 0}]",[{'rank': 2}],"[{'type': 'ice', 'damage': 240, 'hidden': False}]","{'craftable': False, 'previous': 593, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 2, 'item': {'id': 442, 'rarity': 7, 'carryLimit': 99, 'value': 5000, 'name': ""Xeno'jiiva Wing"", 'description': ""A rare Xeno'jiiva wing. The wing membrane shines with the divine light of a powerful deity.""}}, {'quantity': 5, 'item': {'id': 432, 'rarity': 7, 'carryLimit': 99, 'value': 4500, 'name': 'Daora Horn+', 'description': 'Rare Kushala Daora material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 4, 'item': {'id': 434, 'rarity': 7, 'carryLimit': 99, 'value': 4400, 'name': 'Daora Claw+', 'description': 'Rare Kushala Daora material. Mostly obtained by carving. Imbued with potent ice element.'}}, {'quantity': 1, 'item': {'id': 435, 'rarity': 8, 'carryLimit': 99, 'value': 12000, 'name': 'Daora Gem', 'description': 'A rare gem said to have formed within Kushala Daora tissue. Holds untold potential.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/958dc0778f550ca58388a544e3c46105.941da3a8d40fca611f748ae40165d92c48246a94.png', 'image': 'https://assets.mhw-db.com/weapons/lance/37fd42b1130fc135fb14d2ee09eddd06fe0bdf8c.33dcfb969b310cee6cc3b156dee8b925.png'}",,,,,,,
595,lance,8,"{'display': 391, 'raw': 170}",low,{'affinity': 15},sever,Xeno Zauta,"[{'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 10, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 20, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}]","[{'rank': 3}, {'rank': 3}]","[{'type': 'dragon', 'damage': 180, 'hidden': False}]","{'craftable': False, 'previous': 592, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 4, 'item': {'id': 441, 'rarity': 7, 'carryLimit': 99, 'value': 5300, 'name': ""Xeno'jiiva Claw"", 'description': ""A rare Xeno'jiiva claw, said to cleave soul from flesh.""}}, {'quantity': 6, 'item': {'id': 437, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': ""Xeno'jiiva Shell"", 'description': ""A rare piece of Xeno'jiiva shell, tempered to act as a vessel for the flames of the underworld.""}}, {'quantity': 2, 'item': {'id': 439, 'rarity': 7, 'carryLimit': 99, 'value': 6000, 'name': ""Xeno'jiiva Tail"", 'description': ""A rare, strong Xeno'jiiva tail that can brush aside all enemies in a single lash.""}}, {'quantity': 1, 'item': {'id': 443, 'rarity': 8, 'carryLimit': 99, 'value': 15000, 'name': ""Xeno'jiiva Gem"", 'description': ""A phantasmal gem formed inside the tissue of Xeno'jiiva. The power it holds defies comprehension.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/958dc0778f550ca58388a544e3c46105.941da3a8d40fca611f748ae40165d92c48246a94.png', 'image': 'https://assets.mhw-db.com/weapons/lance/af3ed468f1f482d8dbcce54c3b2e87ca268716db.84177e11acc482932329363102fca199.png'}",,,,,,,
596,lance,6,"{'display': 414, 'raw': 180}",,{'defense': 0},sever,Babel Spear,"[{'red': 120, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 20, 'white': 0, 'purple': 0}, {'red': 120, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 120, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 120, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 120, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 120, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 70, 'white': 0, 'purple': 0}]",[{'rank': 2}],"[{'type': 'fire', 'damage': 270, 'hidden': True}]","{'craftable': True, 'previous': None, 'branches': [597], 'craftingMaterials': [{'quantity': 5, 'item': {'id': 495, 'rarity': 6, 'carryLimit': 99, 'value': 1200, 'name': 'Hunter King Coin', 'description': 'A silver coin given to true hunters. It shines with all the glory of the Hunter King.'}}, {'quantity': 4, 'item': {'id': 491, 'rarity': 4, 'carryLimit': 99, 'value': 800, 'name': 'Rathalos Coin', 'description': 'A coin given to those who have bested a Rathalos in the Arena.'}}, {'quantity': 4, 'item': {'id': 490, 'rarity': 4, 'carryLimit': 99, 'value': 800, 'name': 'Gama Coin', 'description': 'A coin given to those who have bested a Dodogama in the Arena.'}}, {'quantity': 2, 'item': {'id': 125, 'rarity': 7, 'carryLimit': 99, 'value': 2440, 'name': 'Novacrystal', 'description': ""High quality Lightcrystal. Highly coveted for its rarity, it's used for only the finest of metalworking.""}}], 'upgradeMaterials': []}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/8f8e6a679ca088fad4d0fcc92a78d44e.c097ce2326ca14499aaf145e3ff595371fec52cf.png', 'image': 'https://assets.mhw-db.com/weapons/lance/a196f216b84462dd17c5c6f48c41f7cbc19e77d4.085e5fc6e50d3212d7ecc5dcb2112384.png'}",,,,,,,
597,lance,8,"{'display': 460, 'raw': 200}",,{'defense': 0},sever,Elder Babel Spear,"[{'red': 110, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 70, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 80, 'white': 0, 'purple': 0}]",[{'rank': 3}],"[{'type': 'fire', 'damage': 330, 'hidden': True}]","{'craftable': False, 'previous': 596, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 5, 'item': {'id': 496, 'rarity': 8, 'carryLimit': 99, 'value': 2000, 'name': 'Ace Hunter Coin', 'description': 'A golden coin given to hunters at the pinnacle of their field. Only a small handful ever know such honor.'}}, {'quantity': 4, 'item': {'id': 492, 'rarity': 4, 'carryLimit': 99, 'value': 1500, 'name': 'Brute Coin', 'description': 'A coin given to those who have bested multiple brute Wyverns at the same time in the Arena.'}}, {'quantity': 4, 'item': {'id': 493, 'rarity': 4, 'carryLimit': 99, 'value': 1500, 'name': 'Flying Coin', 'description': 'A coin given to those who have bested multiple flying Wyverns at the same time in the Arena.'}}, {'quantity': 2, 'item': {'id': 173, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': 'Wyvern Gem', 'description': ""Throughout a wyvern's life, impurities gather and form this peculiar gem.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/lance/icons/958dc0778f550ca58388a544e3c46105.941da3a8d40fca611f748ae40165d92c48246a94.png', 'image': 'https://assets.mhw-db.com/weapons/lance/a196f216b84462dd17c5c6f48c41f7cbc19e77d4.085e5fc6e50d3212d7ecc5dcb2112384.png'}",,,,,,,
