id,rarity,slot,name,skills
147,11,4,Hard Botany Jewel+ 4,"[{'id': 263, 'level': 4, 'modifiers': {}, 'description': 'One extra consumable herb, fruit, nut, seed, insect or mushroom item per gather.', 'skill': 86, 'skillName': 'Botanist'}]"
148,11,4,Hard Geology Jewel 4,"[{'id': 266, 'level': 3, 'modifiers': {}, 'description': 'Allows you to gather one extra time from bonepiles, gathering points, and mining outcrops.', 'skill': 87, 'skillName': 'Geologist'}]"
149,11,4,Hard Survival Jewel 4,"[{'id': 284, 'level': 3, 'modifiers': {}, 'description': 'Interactables restore an additional 100 health.', 'skill': 95, 'skillName': 'Survival Expert'}]"
150,11,4,Hard Specimen Jewel 4,"[{'id': 293, 'level': 3, 'modifiers': {}, 'description': 'Makes it so corpses will always be left behind.', 'skill': 100, 'skillName': 'Entomologist'}]"
151,9,4,Enduring Jewel+ 4,"[{'id': 232, 'level': 2, 'modifiers': {}, 'description': 'Item effect duration +25%', 'skill': 73, 'skillName': 'Item Prolonger'}]"
152,9,4,Defense Jewel+ 4,"[{'id': 47, 'level': 2, 'modifiers': {'defense': 10}, 'description': 'Defense +10', 'skill': 16, 'skillName': 'Defense Boost'}]"
153,11,4,Hard Enduring Jewel 4,"[{'id': 233, 'level': 3, 'modifiers': {}, 'description': 'Item effect duration +50%', 'skill': 73, 'skillName': 'Item Prolonger'}]"
154,10,4,Hard Defense Jewel 4,"[{'id': 48, 'level': 3, 'modifiers': {'defense': 10}, 'description': 'Defense +5%\nBonus: +10', 'skill': 16, 'skillName': 'Defense Boost'}]"
155,9,4,Artillery Jewel+ 4,"[{'id': 191, 'level': 2, 'modifiers': {}, 'description': ""Increases power of each attack by 20% and reduces Wyvern's Fire cooldown by 30%."", 'skill': 61, 'skillName': 'Artillery'}]"
156,12,4,Earplug Jewel+ 4,"[{'id': 24, 'level': 2, 'modifiers': {}, 'description': 'Reduces the effects of weak monster roars.', 'skill': 9, 'skillName': 'Earplugs'}]"
157,12,4,Wind Resist Jewel+ 4,"[{'id': 29, 'level': 2, 'modifiers': {}, 'description': 'Reduces the effects of minor wind pressure.', 'skill': 10, 'skillName': 'Windproof'}]"
158,12,4,Attack Jewel+ 4,"[{'id': 40, 'level': 2, 'modifiers': {'attack': 6}, 'description': 'Attack +6', 'skill': 15, 'skillName': 'Attack Boost'}]"
159,12,4,Expert Jewel+ 4,"[{'id': 124, 'level': 2, 'modifiers': {'affinity': 10}, 'description': 'Affinity +10%', 'skill': 39, 'skillName': 'Critical Eye'}]"
160,12,4,Handicraft Jewel+ 4,"[{'id': 143, 'level': 2, 'modifiers': {'sharpnessBonus': 20}, 'description': 'Weapon sharpness +20', 'skill': 44, 'skillName': 'Handicraft'}]"
161,11,4,Throttle Jewel+ 4,"[{'id': 162, 'level': 2, 'modifiers': {}, 'description': 'While active, increases affinity by 20% and reduces stamina depletion by 30%.', 'skill': 51, 'skillName': 'Latent Power'}]"
162,11,4,Challenger Jewel+ 4,"[{'id': 167, 'level': 2, 'modifiers': {}, 'description': 'While active, grants attack +8 and increases affinity by 5%.', 'skill': 52, 'skillName': 'Agitator'}]"
163,11,4,Potential Jewel+ 4,"[{'id': 175, 'level': 2, 'modifiers': {}, 'description': 'While active, increases attack power by 5% and increases defense by 50 points.', 'skill': 54, 'skillName': 'Heroics'}]"
164,11,4,Furor Jewel+ 4,"[{'id': 181, 'level': 2, 'modifiers': {}, 'description': 'While active, grants attack +10.', 'skill': 56, 'skillName': 'Resentment'}]"
165,10,4,Physique Jewel+ 4,"[{'id': 199, 'level': 2, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 20%.', 'skill': 64, 'skillName': 'Constitution'}]"
166,11,4,Evasion Jewel+ 4,"[{'id': 211, 'level': 2, 'modifiers': {}, 'description': 'Slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}]"
167,10,4,Ironwall Jewel+ 4,"[{'id': 219, 'level': 2, 'modifiers': {}, 'description': 'Slightly decreases the impact of attacks and reduces stamina depletion by 15%.', 'skill': 70, 'skillName': 'Guard'}]"
168,10,4,Friendship Jewel+ 4,"[{'id': 227, 'level': 2, 'modifiers': {}, 'description': 'Items affect nearby allies in a wider radius with 33% of their efficacy.', 'skill': 72, 'skillName': 'Wide-Range'}]"
169,10,4,Drain/Physique Jewel 4,"[{'id': 156, 'level': 1, 'modifiers': {}, 'description': 'Exhaust power +20%', 'skill': 48, 'skillName': 'Stamina Thief'}, {'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}]"
170,9,4,Fortitude/Physique Jewel 4,"[{'id': 179, 'level': 1, 'modifiers': {}, 'description': 'Increases attack by 10% and defense by 15% with each use.', 'skill': 55, 'skillName': 'Fortify'}, {'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}]"
171,9,4,Crisis/Physique Jewel 4,"[{'id': 185, 'level': 1, 'modifiers': {}, 'description': 'While active, greatly improves evasion invulnerability time and reduces stamina depletion.', 'skill': 57, 'skillName': 'Resuscitate'}, {'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}]"
172,10,4,Ironwall/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 218, 'level': 1, 'modifiers': {}, 'description': 'Very slightly decreases the impact of attacks.', 'skill': 70, 'skillName': 'Guard'}]"
173,10,4,Friendship/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 226, 'level': 1, 'modifiers': {}, 'description': 'Items affect nearby allies with 33% of their efficacy.', 'skill': 72, 'skillName': 'Wide-Range'}]"
174,9,4,Satiated/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 234, 'level': 1, 'modifiers': {}, 'description': 'Activates 25% of the time.', 'skill': 74, 'skillName': 'Free Meal'}]"
175,9,4,Stonethrower/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 270, 'level': 1, 'modifiers': {}, 'description': 'Increases the loading capacity for slinger ammo collected from the ground or plants.', 'skill': 89, 'skillName': 'Slinger Capacity'}]"
176,10,4,Resistor/Physique Jewel 4,"[{'id': 77, 'level': 1, 'modifiers': {}, 'description': 'Reduces the duration of all elemental blights by 50%.', 'skill': 25, 'skillName': 'Blight Resistance'}, {'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}]"
177,10,4,Flight/Physique Jewel 4,"[{'id': 160, 'level': 1, 'modifiers': {}, 'description': 'Jumping attack power +30%', 'skill': 50, 'skillName': 'Airborne'}, {'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}]"
178,10,4,Sprinter/Physique Jewel 4,"[{'id': 195, 'level': 1, 'modifiers': {}, 'description': 'Reduces continuous stamina depletion by 15%.', 'skill': 63, 'skillName': 'Marathon Runner'}, {'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}]"
179,10,4,Refresh/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 204, 'level': 1, 'modifiers': {}, 'description': 'Stamina recovery speed +10%', 'skill': 66, 'skillName': 'Stamina Surge'}]"
180,10,4,Jumping/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 215, 'level': 1, 'modifiers': {}, 'description': 'Slightly extends evasion distance.', 'skill': 69, 'skillName': 'Evade Extender'}]"
181,10,4,Sheath/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 223, 'level': 1, 'modifiers': {}, 'description': 'Slightly increases sheathing speed.', 'skill': 71, 'skillName': 'Quick Sheath'}]"
182,10,4,Gobbler/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 235, 'level': 1, 'modifiers': {}, 'description': 'Slightly increases item use speed.', 'skill': 75, 'skillName': 'Speed Eating'}]"
183,10,4,Grinder/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 238, 'level': 1, 'modifiers': {}, 'description': 'Removes one cycle from the sharpening process.', 'skill': 76, 'skillName': 'Speed Sharpening'}]"
184,10,4,Bomber/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 241, 'level': 1, 'modifiers': {}, 'description': 'Explosive power +10%', 'skill': 77, 'skillName': 'Bombardier'}]"
185,10,4,Fungiform/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 244, 'level': 1, 'modifiers': {}, 'description': 'Lets you digest blue mushrooms and toadstools.', 'skill': 78, 'skillName': 'Mushroomancer'}]"
186,9,4,Slider/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 304, 'level': 1, 'modifiers': {'affinity': 30}, 'description': '+30% Affinity for 15 seconds after sliding.', 'skill': 107, 'skillName': 'Affinity Sliding'}]"
187,9,4,Guardian/Physique Jewel 4,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}, {'id': 338, 'level': 1, 'modifiers': {}, 'description': 'While active, increases attack power by 5%.', 'skill': 138, 'skillName': 'Offensive Guard'}]"
188,10,4,Drain/Evasion Jewel 4,"[{'id': 156, 'level': 1, 'modifiers': {}, 'description': 'Exhaust power +20%', 'skill': 48, 'skillName': 'Stamina Thief'}, {'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}]"
189,9,4,Fortitude/Evasion Jewel 4,"[{'id': 179, 'level': 1, 'modifiers': {}, 'description': 'Increases attack by 10% and defense by 15% with each use.', 'skill': 55, 'skillName': 'Fortify'}, {'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}]"
190,9,4,Crisis/Evasion Jewel 4,"[{'id': 185, 'level': 1, 'modifiers': {}, 'description': 'While active, greatly improves evasion invulnerability time and reduces stamina depletion.', 'skill': 57, 'skillName': 'Resuscitate'}, {'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}]"
191,10,4,Ironwall/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 218, 'level': 1, 'modifiers': {}, 'description': 'Very slightly decreases the impact of attacks.', 'skill': 70, 'skillName': 'Guard'}]"
192,10,4,Friendship/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 226, 'level': 1, 'modifiers': {}, 'description': 'Items affect nearby allies with 33% of their efficacy.', 'skill': 72, 'skillName': 'Wide-Range'}]"
193,9,4,Satiated/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 234, 'level': 1, 'modifiers': {}, 'description': 'Activates 25% of the time.', 'skill': 74, 'skillName': 'Free Meal'}]"
194,9,4,Stonethrower/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 270, 'level': 1, 'modifiers': {}, 'description': 'Increases the loading capacity for slinger ammo collected from the ground or plants.', 'skill': 89, 'skillName': 'Slinger Capacity'}]"
195,10,4,Resistor/Evasion Jewel 4,"[{'id': 77, 'level': 1, 'modifiers': {}, 'description': 'Reduces the duration of all elemental blights by 50%.', 'skill': 25, 'skillName': 'Blight Resistance'}, {'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}]"
196,10,4,Flight/Evasion Jewel 4,"[{'id': 160, 'level': 1, 'modifiers': {}, 'description': 'Jumping attack power +30%', 'skill': 50, 'skillName': 'Airborne'}, {'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}]"
197,10,4,Sprinter/Evasion Jewel 4,"[{'id': 195, 'level': 1, 'modifiers': {}, 'description': 'Reduces continuous stamina depletion by 15%.', 'skill': 63, 'skillName': 'Marathon Runner'}, {'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}]"
198,10,4,Refresh/Evasion Jewel 4,"[{'id': 204, 'level': 1, 'modifiers': {}, 'description': 'Stamina recovery speed +10%', 'skill': 66, 'skillName': 'Stamina Surge'}, {'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}]"
199,10,4,Jumping/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 215, 'level': 1, 'modifiers': {}, 'description': 'Slightly extends evasion distance.', 'skill': 69, 'skillName': 'Evade Extender'}]"
200,10,4,Sheath/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 223, 'level': 1, 'modifiers': {}, 'description': 'Slightly increases sheathing speed.', 'skill': 71, 'skillName': 'Quick Sheath'}]"
201,10,4,Gobbler/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 235, 'level': 1, 'modifiers': {}, 'description': 'Slightly increases item use speed.', 'skill': 75, 'skillName': 'Speed Eating'}]"
202,10,4,Grinder/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 238, 'level': 1, 'modifiers': {}, 'description': 'Removes one cycle from the sharpening process.', 'skill': 76, 'skillName': 'Speed Sharpening'}]"
203,10,4,Bomber/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 241, 'level': 1, 'modifiers': {}, 'description': 'Explosive power +10%', 'skill': 77, 'skillName': 'Bombardier'}]"
204,10,4,Fungiform/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 244, 'level': 1, 'modifiers': {}, 'description': 'Lets you digest blue mushrooms and toadstools.', 'skill': 78, 'skillName': 'Mushroomancer'}]"
205,9,4,Slider/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 304, 'level': 1, 'modifiers': {'affinity': 30}, 'description': '+30% Affinity for 15 seconds after sliding.', 'skill': 107, 'skillName': 'Affinity Sliding'}]"
206,9,4,Guardian/Evasion Jewel 4,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}, {'id': 338, 'level': 1, 'modifiers': {}, 'description': 'While active, increases attack power by 5%.', 'skill': 138, 'skillName': 'Offensive Guard'}]"
207,10,4,Drain/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 156, 'level': 1, 'modifiers': {}, 'description': 'Exhaust power +20%', 'skill': 48, 'skillName': 'Stamina Thief'}]"
208,9,4,Fortitude/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 179, 'level': 1, 'modifiers': {}, 'description': 'Increases attack by 10% and defense by 15% with each use.', 'skill': 55, 'skillName': 'Fortify'}]"
209,9,4,Crisis/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 185, 'level': 1, 'modifiers': {}, 'description': 'While active, greatly improves evasion invulnerability time and reduces stamina depletion.', 'skill': 57, 'skillName': 'Resuscitate'}]"
210,10,4,Ironwall/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 218, 'level': 1, 'modifiers': {}, 'description': 'Very slightly decreases the impact of attacks.', 'skill': 70, 'skillName': 'Guard'}]"
211,10,4,Friendship/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 226, 'level': 1, 'modifiers': {}, 'description': 'Items affect nearby allies with 33% of their efficacy.', 'skill': 72, 'skillName': 'Wide-Range'}]"
212,9,4,Satiated/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 234, 'level': 1, 'modifiers': {}, 'description': 'Activates 25% of the time.', 'skill': 74, 'skillName': 'Free Meal'}]"
213,9,4,Stonethrower/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 270, 'level': 1, 'modifiers': {}, 'description': 'Increases the loading capacity for slinger ammo collected from the ground or plants.', 'skill': 89, 'skillName': 'Slinger Capacity'}]"
214,10,4,Resistor/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 77, 'level': 1, 'modifiers': {}, 'description': 'Reduces the duration of all elemental blights by 50%.', 'skill': 25, 'skillName': 'Blight Resistance'}]"
215,10,4,Flight/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 160, 'level': 1, 'modifiers': {}, 'description': 'Jumping attack power +30%', 'skill': 50, 'skillName': 'Airborne'}]"
216,10,4,Sprinter/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 195, 'level': 1, 'modifiers': {}, 'description': 'Reduces continuous stamina depletion by 15%.', 'skill': 63, 'skillName': 'Marathon Runner'}]"
217,10,4,Refresh/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 204, 'level': 1, 'modifiers': {}, 'description': 'Stamina recovery speed +10%', 'skill': 66, 'skillName': 'Stamina Surge'}]"
218,10,4,Jumping/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 215, 'level': 1, 'modifiers': {}, 'description': 'Slightly extends evasion distance.', 'skill': 69, 'skillName': 'Evade Extender'}]"
219,10,4,Sheath/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 223, 'level': 1, 'modifiers': {}, 'description': 'Slightly increases sheathing speed.', 'skill': 71, 'skillName': 'Quick Sheath'}]"
220,10,4,Gobbler/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 235, 'level': 1, 'modifiers': {}, 'description': 'Slightly increases item use speed.', 'skill': 75, 'skillName': 'Speed Eating'}]"
221,10,4,Grinder/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 238, 'level': 1, 'modifiers': {}, 'description': 'Removes one cycle from the sharpening process.', 'skill': 76, 'skillName': 'Speed Sharpening'}]"
222,10,4,Bomber/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 241, 'level': 1, 'modifiers': {}, 'description': 'Explosive power +10%', 'skill': 77, 'skillName': 'Bombardier'}]"
223,10,4,Fungiform/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 244, 'level': 1, 'modifiers': {}, 'description': 'Lets you digest blue mushrooms and toadstools.', 'skill': 78, 'skillName': 'Mushroomancer'}]"
224,9,4,Slider/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 304, 'level': 1, 'modifiers': {'affinity': 30}, 'description': '+30% Affinity for 15 seconds after sliding.', 'skill': 107, 'skillName': 'Affinity Sliding'}]"
225,9,4,Guardian/Attack Jewel 4,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}, {'id': 338, 'level': 1, 'modifiers': {}, 'description': 'While active, increases attack power by 5%.', 'skill': 138, 'skillName': 'Offensive Guard'}]"
226,10,4,Drain/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 156, 'level': 1, 'modifiers': {}, 'description': 'Exhaust power +20%', 'skill': 48, 'skillName': 'Stamina Thief'}]"
227,9,4,Fortitude/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 179, 'level': 1, 'modifiers': {}, 'description': 'Increases attack by 10% and defense by 15% with each use.', 'skill': 55, 'skillName': 'Fortify'}]"
228,9,4,Crisis/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 185, 'level': 1, 'modifiers': {}, 'description': 'While active, greatly improves evasion invulnerability time and reduces stamina depletion.', 'skill': 57, 'skillName': 'Resuscitate'}]"
229,10,4,Ironwall/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 218, 'level': 1, 'modifiers': {}, 'description': 'Very slightly decreases the impact of attacks.', 'skill': 70, 'skillName': 'Guard'}]"
230,10,4,Friendship/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 226, 'level': 1, 'modifiers': {}, 'description': 'Items affect nearby allies with 33% of their efficacy.', 'skill': 72, 'skillName': 'Wide-Range'}]"
231,9,4,Satiated/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 234, 'level': 1, 'modifiers': {}, 'description': 'Activates 25% of the time.', 'skill': 74, 'skillName': 'Free Meal'}]"
232,9,4,Stonethrower/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 270, 'level': 1, 'modifiers': {}, 'description': 'Increases the loading capacity for slinger ammo collected from the ground or plants.', 'skill': 89, 'skillName': 'Slinger Capacity'}]"
233,10,4,Resistor/Expert Jewel 4,"[{'id': 77, 'level': 1, 'modifiers': {}, 'description': 'Reduces the duration of all elemental blights by 50%.', 'skill': 25, 'skillName': 'Blight Resistance'}, {'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}]"
234,10,4,Flight/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 160, 'level': 1, 'modifiers': {}, 'description': 'Jumping attack power +30%', 'skill': 50, 'skillName': 'Airborne'}]"
235,10,4,Sprinter/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 195, 'level': 1, 'modifiers': {}, 'description': 'Reduces continuous stamina depletion by 15%.', 'skill': 63, 'skillName': 'Marathon Runner'}]"
236,10,4,Refresh/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 204, 'level': 1, 'modifiers': {}, 'description': 'Stamina recovery speed +10%', 'skill': 66, 'skillName': 'Stamina Surge'}]"
237,10,4,Jumping/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 215, 'level': 1, 'modifiers': {}, 'description': 'Slightly extends evasion distance.', 'skill': 69, 'skillName': 'Evade Extender'}]"
238,10,4,Sheath/Expert Jewel 4,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}, {'id': 223, 'level': 1, 'modifiers': {}, 'description': 'Slightly increases sheathing speed.', 'skill': 71, 'skillName': 'Quick Sheath'}]"
